part_number,model,light_type,buzzer,voltage,color,mount,ip,db,ma,weight,size,pdf_page,description,source_url,source_page,source_title,category_name,row_no,data_model,data_voltage,data_color,data_ip,data_pl_id,search_text,validation_status
QTC50L-1-110/220-G-LW18,Đèn tháp modular,Standard,1,AC110V-220V,G,LW18,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-1-110/220-G-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,733,QTC50L,AC110V-220V,G,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-1-110/220-g-lw18 standard 1 ac110v-220v g lw18 pole đèn tháp led modular 50mm kính lọc màu 1 tầng g ac110v-220v qtc50l-1-110/220-g-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-1-110/220-R,Đèn tháp modular,Standard,1,AC110V-220V,R,,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-1-110/220-R,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,723,QTC50L,AC110V-220V,R,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-1-110/220-r standard 1 ac110v-220v r pole đèn tháp led modular 50mm kính lọc màu 1 tầng r ac110v-220v qtc50l-1-110/220-r p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-1-110/220-R-LW18,Đèn tháp modular,Standard,1,AC110V-220V,R,LW18,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-1-110/220-R-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,725,QTC50L,AC110V-220V,R,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-1-110/220-r-lw18 standard 1 ac110v-220v r lw18 pole đèn tháp led modular 50mm kính lọc màu 1 tầng r ac110v-220v qtc50l-1-110/220-r-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-1-24-A,Đèn tháp modular,Standard,1,DC24V,A,,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-1-24-A,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,735,QTC50L,DC24V,A,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-1-24-a standard 1 dc24v a pole đèn tháp led modular 50mm kính lọc màu 1 tầng a dc24v qtc50l-1-24-a p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-1-24-A-LW18,Đèn tháp modular,Standard,1,DC24V,A,LW18,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-1-24-A-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,737,QTC50L,DC24V,A,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-1-24-a-lw18 standard 1 dc24v a lw18 pole đèn tháp led modular 50mm kính lọc màu 1 tầng a dc24v qtc50l-1-24-a-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-1-24-G,Đèn tháp modular,Standard,1,DC24V,G,,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-1-24-G,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,727,QTC50L,DC24V,G,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-1-24-g standard 1 dc24v g pole đèn tháp led modular 50mm kính lọc màu 1 tầng g dc24v qtc50l-1-24-g p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-1-24-G-LW18,Đèn tháp modular,Standard,1,DC24V,G,LW18,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-1-24-G-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,729,QTC50L,DC24V,G,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-1-24-g-lw18 standard 1 dc24v g lw18 pole đèn tháp led modular 50mm kính lọc màu 1 tầng g dc24v qtc50l-1-24-g-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-1-24-R,Đèn tháp modular,Standard,1,DC24V,R,,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-1-24-R,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,719,QTC50L,DC24V,R,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-1-24-r standard 1 dc24v r pole đèn tháp led modular 50mm kính lọc màu 1 tầng r dc24v qtc50l-1-24-r p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-1-24-R-LW18,Đèn tháp modular,Standard,1,DC24V,R,LW18,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-1-24-R-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,721,QTC50L,DC24V,R,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-1-24-r-lw18 standard 1 dc24v r lw18 pole đèn tháp led modular 50mm kính lọc màu 1 tầng r dc24v qtc50l-1-24-r-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-3-110/220-RAG,Đèn tháp modular,Standard,3,AC110V-220V,RAG,,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-3-110/220-RAG,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,747,QTC50L,AC110V-220V,RAG,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-3-110/220-rag standard 3 ac110v-220v rag pole đèn tháp led modular 50mm kính lọc màu 3 tầng rag ac110v-220v qtc50l-3-110/220-rag p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-3-110/220-RAG-LW18,Đèn tháp modular,Standard,3,AC110V-220V,RAG,LW18,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-3-110/220-RAG-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,749,QTC50L,AC110V-220V,RAG,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-3-110/220-rag-lw18 standard 3 ac110v-220v rag lw18 pole đèn tháp led modular 50mm kính lọc màu 3 tầng rag ac110v-220v qtc50l-3-110/220-rag-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-3-24-RAG,Đèn tháp modular,Standard,3,DC24V,RAG,,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-3-24-RAG,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,743,QTC50L,DC24V,RAG,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-3-24-rag standard 3 dc24v rag pole đèn tháp led modular 50mm kính lọc màu 3 tầng rag dc24v qtc50l-3-24-rag p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-3-24-RAG-LW18,Đèn tháp modular,Standard,3,DC24V,RAG,LW18,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-3-24-RAG-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,745,QTC50L,DC24V,RAG,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-3-24-rag-lw18 standard 3 dc24v rag lw18 pole đèn tháp led modular 50mm kính lọc màu 3 tầng rag dc24v qtc50l-3-24-rag-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-5-110/220-RAGBW,Đèn tháp modular,Standard,5,AC110V-220V,RAGBW,,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-5-110/220-RAGBW,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,755,QTC50L,AC110V-220V,RAGBW,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-5-110/220-ragbw standard 5 ac110v-220v ragbw pole đèn tháp led modular 50mm kính lọc màu 5 tầng ragbw ac110v-220v qtc50l-5-110/220-ragbw p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-5-110/220-RAGBW-LW18,Đèn tháp modular,Standard,5,AC110V-220V,RAGBW,LW18,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-5-110/220-RAGBW-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,757,QTC50L,AC110V-220V,RAGBW,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-5-110/220-ragbw-lw18 standard 5 ac110v-220v ragbw lw18 pole đèn tháp led modular 50mm kính lọc màu 5 tầng ragbw ac110v-220v qtc50l-5-110/220-ragbw-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-5-24-RAGBW,Đèn tháp modular,Standard,5,DC24V,RAGBW,,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-5-24-RAGBW,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,751,QTC50L,DC24V,RAGBW,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-5-24-ragbw standard 5 dc24v ragbw pole đèn tháp led modular 50mm kính lọc màu 5 tầng ragbw dc24v qtc50l-5-24-ragbw p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-5-24-RAGBW-LW18,Đèn tháp modular,Standard,5,DC24V,RAGBW,LW18,Pole,,,IP54(BZ)/IP65,"CE, UL",QTC50L-5-24-RAGBW-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,753,QTC50L,DC24V,RAGBW,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l qtc50l-5-24-ragbw-lw18 standard 5 dc24v ragbw lw18 pole đèn tháp led modular 50mm kính lọc màu 5 tầng ragbw dc24v qtc50l-5-24-ragbw-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-1-110/220-A,Đèn tháp modular,Buzzer,1,AC110V-220V,A,,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-1-110/220-A,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,740,QTC50L-BZ,AC110V-220V,A,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-1-110/220-a buzzer 1 ac110v-220v a pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 1 tầng a ac110v-220v qtc50l-bz-1-110/220-a p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-1-110/220-A-LW18,Đèn tháp modular,Buzzer,1,AC110V-220V,A,LW18,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-1-110/220-A-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,742,QTC50L-BZ,AC110V-220V,A,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-1-110/220-a-lw18 buzzer 1 ac110v-220v a lw18 pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 1 tầng a ac110v-220v qtc50l-bz-1-110/220-a-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-1-110/220-G,Đèn tháp modular,Buzzer,1,AC110V-220V,G,,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-1-110/220-G,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,732,QTC50L-BZ,AC110V-220V,G,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-1-110/220-g buzzer 1 ac110v-220v g pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 1 tầng g ac110v-220v qtc50l-bz-1-110/220-g p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-1-110/220-G-LW18,Đèn tháp modular,Buzzer,1,AC110V-220V,G,LW18,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-1-110/220-G-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,734,QTC50L-BZ,AC110V-220V,G,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-1-110/220-g-lw18 buzzer 1 ac110v-220v g lw18 pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 1 tầng g ac110v-220v qtc50l-bz-1-110/220-g-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-1-110/220-R,Đèn tháp modular,Buzzer,1,AC110V-220V,R,,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-1-110/220-R,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,724,QTC50L-BZ,AC110V-220V,R,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-1-110/220-r buzzer 1 ac110v-220v r pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 1 tầng r ac110v-220v qtc50l-bz-1-110/220-r p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-1-110/220-R-LW18,Đèn tháp modular,Buzzer,1,AC110V-220V,R,LW18,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-1-110/220-R-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,726,QTC50L-BZ,AC110V-220V,R,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-1-110/220-r-lw18 buzzer 1 ac110v-220v r lw18 pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 1 tầng r ac110v-220v qtc50l-bz-1-110/220-r-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-1-24-A,Đèn tháp modular,Buzzer,1,DC24V,A,,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-1-24-A,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,736,QTC50L-BZ,DC24V,A,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-1-24-a buzzer 1 dc24v a pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 1 tầng a dc24v qtc50l-bz-1-24-a p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-1-24-A-LW18,Đèn tháp modular,Buzzer,1,DC24V,A,LW18,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-1-24-A-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,738,QTC50L-BZ,DC24V,A,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-1-24-a-lw18 buzzer 1 dc24v a lw18 pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 1 tầng a dc24v qtc50l-bz-1-24-a-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-1-24-G,Đèn tháp modular,Buzzer,1,DC24V,G,,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-1-24-G,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,728,QTC50L-BZ,DC24V,G,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-1-24-g buzzer 1 dc24v g pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 1 tầng g dc24v qtc50l-bz-1-24-g p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-1-24-G-LW18,Đèn tháp modular,Buzzer,1,DC24V,G,LW18,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-1-24-G-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,730,QTC50L-BZ,DC24V,G,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-1-24-g-lw18 buzzer 1 dc24v g lw18 pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 1 tầng g dc24v qtc50l-bz-1-24-g-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-1-24-R,Đèn tháp modular,Buzzer,1,DC24V,R,,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-1-24-R,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,720,QTC50L-BZ,DC24V,R,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-1-24-r buzzer 1 dc24v r pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 1 tầng r dc24v qtc50l-bz-1-24-r p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-1-24-R-LW18,Đèn tháp modular,Buzzer,1,DC24V,R,LW18,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-1-24-R-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,722,QTC50L-BZ,DC24V,R,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-1-24-r-lw18 buzzer 1 dc24v r lw18 pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 1 tầng r dc24v qtc50l-bz-1-24-r-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-3-110/220-RAG,Đèn tháp modular,Buzzer,3,AC110V-220V,RAG,,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-3-110/220-RAG,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,748,QTC50L-BZ,AC110V-220V,RAG,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-3-110/220-rag buzzer 3 ac110v-220v rag pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 3 tầng rag ac110v-220v qtc50l-bz-3-110/220-rag p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-3-110/220-RAG-LW18,Đèn tháp modular,Buzzer,3,AC110V-220V,RAG,LW18,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-3-110/220-RAG-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,750,QTC50L-BZ,AC110V-220V,RAG,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-3-110/220-rag-lw18 buzzer 3 ac110v-220v rag lw18 pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 3 tầng rag ac110v-220v qtc50l-bz-3-110/220-rag-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-3-24-RAG,Đèn tháp modular,Buzzer,3,DC24V,RAG,,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-3-24-RAG,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,744,QTC50L-BZ,DC24V,RAG,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-3-24-rag buzzer 3 dc24v rag pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 3 tầng rag dc24v qtc50l-bz-3-24-rag p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
QTC50L-BZ-3-24-RAG-LW18,Đèn tháp modular,Buzzer,3,DC24V,RAG,LW18,Pole,Buzzer 85dB,,IP54(BZ)/IP65,"CE, UL",QTC50L-BZ-3-24-RAG-LW18,P29-30,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,746,QTC50L-BZ,DC24V,RAG,IP54(BZ)/IP65,,"pl018 đèn tháp modular qtc50/60/70 modular led - color filter qtc50l-bz qtc50l-bz-3-24-rag-lw18 buzzer 3 dc24v rag lw18 pole buzzer 85db đèn tháp led modular 50mm kính lọc màu có còi 3 tầng rag dc24v qtc50l-bz-3-24-rag-lw18 p29-30 ip54(bz)/ip65 ce, ul",imported_from_live_site
